text1,text2
雨过山青山吐绿,风和日丽日含辉
八秩人生多色彩,一堂好景几明珠
桔,橙
燕入珠帘知岁至,马嘶金勒迓春回
花艳春秋，染翰操觚，红镶中国梦,宣铺燕赵，濡廉蘸爱，彩绘小康图
朔风冽冽琴罢冷，三盏醉,寒雨匆匆晚来急，几时休
玉兔呈春，光临寒舍,黄鹂唤暖，绿遍江山
四兄团聚口才乱,滴流涓汇水方多
时有清风翻贝叶,更邀明月照莲花
文明新旧能相益,心理东西本自同
一室共研新对子,四时深究古联文
洪水港,大云山
心事成秋难系梦,月光如水最伤情
友善待人，仁风播爱,文明有礼，德雨润春
绝壁自天开，延张家界十分险峻,群峰如掌峙，通梵净山一脉灵奇
燕春台上飞春燕,花雨路边落雨花
水国秋收官课急,醉乡春冷酒钱粗
窗含竹影心从淡,枕有书香梦里诗
知我归期花竟放,成人美事燕殷勤
人生聚散皆因果,日月轮回总在天
借纸学书，借联敲字,以诗佐酒，以竹为师
闽中有雪方为贵,天下无楼如此高
节亮昭乡里,风高传后人
嘻戏穿檐皆旧友,麈谈入墨尽新词
每恤民情先奏本,堪怜农事莫荒田
月下滩声疾,河中橹韵长
两卷硬黄书老子,数峰破墨画庐山
谁持银练，令翠霭中分，喧天动地,我驾气船，由青峦俯入，撒玉播珠
已将心事随身隐,独坐钓舟歌月明
青梅煮酒烹春味,绿柳煎茶醉客愁
春风春雨春生堂，口口贺喜辞银羊,利国利民利家居，声声祝福迎金猴
碾碎春秋溶入水,淹留人事化为萍
名利熏心缠手脚,是非填腹煅灵魂
好趁晴明忙种梦,勤催燕子早衔泥
改革浪催千载业,文明风展万家春
狮窝常出狮儿，吼天吼地,紫山接来紫气，亘古亘今
别梦醒天涯，觉来谁与相遇,怅春似逆旅，此生有约难寻
学海风骚客,武林山野人
打翻春雨一壶绿,收纳东风两袖香
最后再说两句,开头已备三弦
冰灯，特有北国明信片,雪景，稀奇世界御花园
春去闻山鸟,名高动世人
无月盈杯难一醉,多情应笑话三分
千般悲喜不形色,一点挫折莫死心
春风苏大地，山水园林皆锦绣,红日照神州，农渔牧副尽繁荣
玉树银花飞喜报,冰天雪地见梅开
蓼花飞过秋千冷,冠羽开来队伍齐
本自凌霜何惧雪,生来傲骨不争春
仁爱铺床圆美梦,春风调色绘宏图
翠色轻流三径草,清香漫递一园花
但觉虚空无障碍,定将谈笑解兵戈
堪老山林青石畔,忘机鸥鹭碧波间
草迎金埒马,花醉玉楼人
泛滥,纵横
园丁添秀色,蜡泪润英才
一枕青春梦,千丝柳枝摇
大烹以养,小住为佳
烤炙,烹调
白鸟一双临水立,飞花两岸照船红
锯,锤
秋风弱柳人疏远,冬雪劲梅友相投
幽幽谷底闻仙至,寂寂云端见鹤归
立志宏涂为本色,献身家具放光芒
事在人为，广结善缘佑东土,境由心造，须知落座即西天
千寻杰阁辉沅水,万古高风仰哲人
鱼沉雁杳鸳鸯梦,蝶乱蜂狂鹧鸪天
王之不王,朝将视朝
化雨已成前日事,拒霜又见此时花
白云几朵闲中赏,红杏一枝墙外鲜
塔高但任鸟飞去,湖静能将月送来
天下英雄，莫把一言说到底,世上豪杰，能有几个不求人
荷叶冒珠留雨意,柳花如絮记春痕
俎豆依文庙,弦歌接武城
天女散花万户,玉龙摇影三春
圆梦中华，党起宏图描锦绣,善行河北，民得实惠颂康宁
引玉成金，一抛一点承砖铁,羞花落雁，独怨独怜叹色香
人争体面本无过,财拓源头必有余
妙脍和羹，美肴号苏公宋嫂,高情远韵，佳句传春水夕阳
秋波睐转游人醉,鹤语嘤鸣野籁轻
借来历史前车鉴,记取从今舞处娇
珠露销暑气,玉人下瑶台
对句擂台，三分天下,倾心国粹，一网情深
门前买卖，有如飞蚊，队进队出,柜内银钱，好比匿虱，越捉越多
春风执笔描山水,秋菊无心嫁艺谋
冬将逝雪作泪，千山著素,春欲归花为使，数枝泛青
迹隐丹雀，品征琛玉,名齐渭水，胸贮经纶
一怀愁绪半杯醉,万里晴空孤雁鸣
德智兼修思远举,知行并重效前贤
小楼昨夜东风，吹皱一池春水,梧桐更兼细雨，能消几个黄昏
买断春光铺富路,赢来福气送郯城
四壁旧闻悬磬宅,一春常费买花钱
马跃人欢歌改革,龙飞凤舞庆丰收
试分玉井三秋露,戏写方壶九迭山
不患苍天作梗,但求百姓平安
每入梦时思干布,于无声处震惊雷
松柏苍郁桥山翠,日月光耀始祖辉
犹记当年，梅花句里初相遇,不堪此际，玉笛声中独感伤
花县风流掞藻思,竹林才调谱新弦
异地同堂，行藏安于所遇,一心千古，神明存乎其人
一马当先，国粹先生华夏鼎,八方享誉，大家誉赞后昆师
洗去沉冤，还清白立世,淘来大爱，留福祉庇民
海内存知己,云间涉德音
曾经坎坷一声笑,不废江河万古流
薄暮莺鸣花外雨,清晨蝶舞竹梢风
花阴重叠香风细,庭院深沉淡月明
当年纳粹如何？小泉莫幻军国梦,今日亡灵作祟，首相应割神社情
開門闖鬧市,求水泵泉白
春到枝头方一半,诗来笔底已三章
位列九阳施福泽,品居五祀降庥祥
红日高悬，何惊外域云烟暗,东风劲拂，且看中华岁月新
古寺苍凉霞彩散,晚钟敲断暮天孤
屈子何悲？原因痛楚,朱公雄辩，理学精明
无穷回味清真馆,有限挣扎逆水船
秋风和露吹残菊,春雨薄雾笼睡莲
桃李芳菲春吐绿,稻禾雨润体姿娇
别开生面,要宰熟人
问鼎中原当逐鹿,焚香上界请扶鸾
为文不为对联累,习武专习一指功
半夜蛙声鸣后院,中天月魄入高楼
金屋藏娇终有日,平生惜玉岂无时
百代笙歌今代有,吉人风采古人无
自古君王称万岁,不才思绪亦无疆
风流偶刻文如意,浪漫难临雁荡山
玉骨无瑕，独守人间正气,石心不转，何愧地下孤魂
以我清诗园我梦,从吾听好慰吾心
独依雪月吹清笛,喜傍风花调素琴
乃诚君子存高谊,其厚德风怀大仁
青梅竹马小生意,塞外飞骑有壮心
花落无人径,云飞到处山
小天地、大场合，让我一席,论英雄、说古今，喝它几杯
银山携手寻幽境,圣水洗头觅暖泉
喜迎九月重阳节,乐献千枝敬老花
援笔犹摹颜柳帖,中心尚诵晋唐诗
怀抱古今皆学问,恪勤朝夕即经纶
岁岁花期空过眼,封封雁信总牵怀
心香室,眼镜河
农合论坛联两岸,陆台大众庆双赢
马首是瞻，民心向党,鸿程在望，国步腾云
清如绿竹贞如菊,韵若红梅气若兰
大雪纷纷，谁家飞絮无人管,狂风飒飒，满地残英若个怜
师傅狂生，名传万里,中华国粹，誉满全球
一死便千秋，长为湖山留正气,重游当九月，不胜风雨吊忠魂
啸傲深山，声震八方谁对手,雄踞野岭，身经百战我独尊
断桥残雪西湖景,大道长天北岳风
望秋已寄黄金缕,敲竹漫吹紫玉箫
雪舞迎春梅嵌玉,阳斜戏浪水流金
急啥？慌啥？春风一路难观景,悠吧！游吧！山乡百里好赏花
读破万卷诗愈美,行尽千山路更宽
武行者习武，万般绝艺,屈大夫受屈，千古离骚
曲径风流，开我桃花扇,幽窗浪漫，还她碧玉簪
松茂竹苞新宅地,兴仁崇让旧家声
春山忙织锦,竹雨正吟诗
容我归山修淡泊,放他一马乐逍遥
渊雅高华，广文三绝九重赞,停骖兴教，台郡八春百世师
鹰立山巅卧似睡,虎行陆地步如艰
邀月谈高论,点星品小吃
佛寺呈祥，一脉云龙添胜迹,光天焕彩，千秋和顺灿人文
雪笺宜写梅花字,风趣合成皓月图
濯笔偏惊湖畔月,烹茶又醉雪中梅
草坂娇莺啼晓色,烟塘醉柳笑春风
新月孤星相对影,疏林乱叶自分明
六合云烟浮眼过,四时花木抱春来
情窦未开春晚到,心窗早敞爱难寻
自古双亲情最重,从来百善孝为先
司马感伤身世苦，泣念琵琶犹对镜,秋娘义治目盲疾，慈怀歌女比观音
长风鼓馆中，用智慧铺排千张图画,春色留书里，以和谐承启一脉人文
寒蝉树上调音律,孤雁空中觅对吟
桑梓温恭名教始,情话缠绵礼数删
经过嫁接，桃花有孕出结果,来回精选，稻谷怀胎只放心
新岁牧歌需纵酒,黄牛奋进不著鞭
乐土薰风，荷香十里桂湖美,明珠沐露，月影千秋天府新
心静方能通妙境,眼明自可识忠臣
船自哀猿声里过,秋从菊蕊梦中归
救死扶伤施道义,悬壶济世惠人民
雪落千山静,星收一月明
孟公已去，联苑思繁锦,德艺仍存，书坛启后昆
校苑风生传理论,湘江浪涌起波澜
勤劳心力酬壮志,开国文明尊始祖
因逢淑景开佳宴,常接微言道清机
世路总崎岖，漫愁孔子曾嗟凤,人间多变幻，何笑叶公独好龙
旭日东升云中彩,大河西望水流黄
你哭他笑，哭笑不得我尴尬,气怒心火，怒火中烧话粗拉
巨鹿郡、荥阳郡，光绳祖武,清风堂、三弄堂，雅著循声
亭亭青荷染翠阁,皑皑白雪映红梅
千年河东梦想，今日喜圆尧舜地,一代国际商骄，朝霞锦绣凤凰城
桂子无风香不远,梅花脱俗韵方长
清溪畔，土山前，小鱼蚂蚱捉两罐,荒草中，田垄上，野菜萝卜挖满筐
不以樊篱拘眼界,何妨气宇自天然
无命何堪黄犬叹,落刀犹见猎鹰飞
风中打扫，莫辨风扫、扫扫,花下焚香，不知花香、香香
圣炎帝，震古耀今，佑民有赫,贤神农，推仁立德，惠族无疆
剃度出家尘念断,捧经诵佛鬼门开
万象和谐，且允春迁公馆,九龙鼎峙，会当客享嘉年
几度弦凝，欲寻松雪迹,一声虎啸，不觅云林踪
企盼方家行手段,有劳大腕体灾民
月满兔儿肥，月下崽，月下宰,花开蜂子舞，花中郎，花中狼
南国飞雪丰年兆,下海捞金满载归
曾经风雨做愁对,依旧春秋赋好联
淡月黄昏梅影瘦,清风陌上马蹄腾
龙腾盛世，佳节送喜喜气爽,风舞高歌，新春迎福福意浓
瑶乡画里三千景,魅力湘南第一村
松间月冷清，习静犹怜花影瘦,案上香弥漫，行文却恼烛光残
白日梦游水月寺,黑夜神探风流乡
龙雨平湖如柳绿,蛇春旭日胜桃红
心驰浩瀚云水，常留诗笔下,袖卷妖娆江山，只在探囊中
吟处远峰横落照,有时神物待圣人
始知随事静,共喜出时艰
诗存风骨当然硬,悟到梅心乃是清
华夏弟兄思统一,炎黄儿女盼团圆
宽心可纳千条瀑,小气难拔一撮毛
寸地尺天皆入贡,松声草色共无机
梅香暗度枝头雪,柳色轻拂水底天
身坐一卷真踞肆,目空千古大波澜
心似春鸭知冷暖,梦随秋雁越关山
白眼,蓝牙
史书生不熟经典,马识途又回故园
歌赋诗联，骏马识途弘国粹,德仁孝义，寒梅持节振家风
雄伟山城，公租房屋添新景,秀美巴渝，民生工程谱华章
源承秦国,祖启由余
终成过眼争何益,且放平心让几分
一叶诗帆心是岸,三杯水酒梦无归
野草迎春绿,繁花映日红
一篓乡愁驮瘦马,三樽酒醉赛神仙
云横九岭，一带绿阴一带水,浪下三峡，半城青翠半城湖
鸟鸣花放，栏外撩无边意绪,山静云兴，个中藏一派天机
踩上竹签方止步,摇来花扇自多情
大道康庄春赛马,中原富裕喜盈门
谁抛柳线钓蝌蚪,泉奏山歌悦鹧鸪
须凭吉梦为先兆,暂引寒泉濯远尘
牡丹着色，古城画常美,仙子下凡，石壁情更柔
石秀山川美,杨雄花柳青
独守云楼芳梦远,暗摇烛影夜窗孤
柱呈竹简，卅二雄文苏众智,像屹圣山，万千华胄仰先师
途寂寂,旅仆仆
浮名如水淡,大义若山宏
让人三尺天能鉴,利己一分德不容
汇中外精华，大块文章腾凤彩,藏古今典籍，紫台绿帙灿龙门
将兵托独贼，赢来前辈囚牢耻,弃俗拯群妃，得到后人秉笔言
黄莺声里春光翠,老舍堂前燕子呢
莫求今日谈宏业,只要后人评巨龙
雁去诗情涌,秋来墨趣浓
鹳雀,鸸鹋
常醒不如半醉,聪明难得糊涂
眼睛里出血,鼻子上转肩
西风过处花容老,洋火经营销量多
催马将春运,争相除夕回
竹影仍偕身影在,黑花尽带泪花飞
母鸡争唱晓,公事免清谈
溅耳春声三两燕,萦眸竹影五六枝
秋入诗签，赤橙黄绿青蓝紫,兴及墨客，书画琴棋烟酒茶
心弦一颤相思调,灵感突发即兴诗
佳文妙句追唐宋,健笔清词领艺坛
影随花动枝横翠,夕照鸥翔水泛金
解难排忧，手手伸成千手佛,传诚扬善，心心聚作一心人
求同存异,抚今追昔
古木青藤疏朗月,平桥野渡小瀛洲
三六社内番族输诚，堪钦智略,二百年前兰疆垦辟，永沐恩波
苦苦坚守三生怨,浅浅相逢一世缘
蝶恋花时花恋蝶,烟凝草上草凝烟
看衡岳七十二峰，峰峰竞秀,赏梅花百千万朵，朵朵争奇
只身倾注一国度,双手勤操两袖风
寒窗十载龙潜，银汉云头龙跃,绿圃万枝花俏，园丁心里花开
苍天洒泪悲国祭,大地无声葬我魂
口渴吕娘品茶，一口两口三口,头回首席顶数，这头那头摇头
一章说尽千秋史,半句深藏百世人
四诊察情通病理,五德巧疏人间事
两岸秋声惊鹤影,一帘春色动花心
九曲不悔奔东旭,万里一心赴远程
削墨引绳，良工不废,循规蹈矩，小道可观
御苑清闲心寂寞,庄园忙碌意欢欣
读惯春声穿柳线,偷闲腊日上梅峰
人生满百,弟子过千
装潢精品多红木,雕刻奇材贵紫檀
添一道彩虹，横跨三江六垌,遂八方夙愿，泽被万户千家
长鼻插溪，象形吸水碧如玉,浑身立璧，若佛移山色似金
天时启泰,风物开新
黄帘绿幕珠户闭,彤幢绛旗紫纛幡
政策分房白居易,悟空被压金圣叹
银燕腾空，为春天剪彩,金牛下界，给中国加油
楼月低垂红袖舞,玉笛幽咽彩云飞
初尝柑榄宁知味,细嚼盐虀始见香
樽前休论浮云事,阁下可知谢旭人
高手无能难下手,秀才缀学不成才
一纸秋声无落处,满头华鬓在霜中
吞五指山夸海口,临三岔道望武松
冬雪才白千里草,春晖又红万园花
雨洗青山妆翠绿,虹浮碧水映斑斓
常敛黛眉，任是春风吹不展,早生华发，醉吟江月笑多情
有雨有风添世味,无刀无剑闯江湖
量腹饮水,相体裁衣
心花更比烟花艳,罚酒不如敬酒香
纸白字黑，酸甜苦辣五味皆有,杆硬尖软，晒炒切炙百合俱全
银狐粉黛红尘劫,白马青烟素念真
听箫品月身心醉,煮酒吟诗境界幽
点活小草留春意,安慰枯枝落叶情
几番欲别云牵袖,一再嘱咐手贴衫
人行中路月生海,红映高台绿绕城
倡廉民乐业,立法国生威
公主离都招驸马,帅哥出国找洋妞
苦辣酸甜全品味,春秋冬夏好风光
酒不妨吞仙可学,笔何须搁我能扛
宗旨重温，初心焕发正能量,长征再走，梦想凝成新目标
秀擢芝兰，雏丁毓庆,泽系瓜瓞，贵子征祥
为蝇头，每日奔波苦,附骥尾，经年入道难
满宇秋实迎旭日,一名光彩染丹霞
月上海棠秋景丽,花间贾岛酒壶空
素手拨弦情几许,清心运笔意千般
悬崖飞瀑，天公倒酒谁能饮,远岫流霞，织女调梭君可知
高人不必前排坐,好酒宜于底瓮陈
春风春雨春相伴,书味书声书枕眠
热土难离，况有八旬老母,大局为重，径安千里新家
银蛇狂舞呈祥去,骏马腾飞踏瑞来
依法聚财，为民生助力,照章纳税，给发展加油
人心若似江心月,世上如添锦上花
白云独揽半山翠,紫气东来一道玄
芝兰千茂,鸾凤百鸣
月影来时，半壁银霜半窗冷,桃风过处，一庭红雪一肩香
鸟不如人，只少胸中一点墨,军无斗志，都因偏了半边心
黛玉葬花叹命苦,宝钗挂锁恨终生
红乱山花俏,绿深野杏酸
一径春深花未许,三江柳绿燕将来
春风古镇新颜焕,骏马鸿途伟业姝
航空节，雪野给力四海,新崛起，莱芜誉满五洲
莫笑红尘多酒客,应怜白发少知音
平湖白鹭烟云绕,上海红旗岁月留
盛夏三伏驱百病,金秋九月度重阳
如话日常，亲切同尝山药蛋,难学铁笔，朴实自有大家风
瘦月一窗难入梦,修竹半户可吟诗
春景一家，桃红李白柳长青,陆游四野，清照稼轩山谷熟
为窥杏脸墙边等,看破红尘方外游
公安湖北，人人旅顺,日照山东，处处蓬莱
云廊穿越时空，华夏文明足迹,陇塞翻开记忆，兰山黄土心声
罢市,加权
情满青囊，四海烝民沾化雨,药成丹鼎，一潭净水泛恩波
万国山川藏彩线,四时花鸟贮金针
格调未成休摆谱,单双不辩应停杯
口水,眼波
帘前小月如眉蹙,砌下幽兰似指舒
鬓发凭风乱,烟云任雨消
枯木逢春，重获新生得雨露,八仙过海，各施法力救苍黎
大道行天下,小官霸地头
处世休侥幸，侥幸似以身试法,为官莫贪婪，贪婪如飞虫扑烛
寸地尺天皆入贡,落花芳草本无情
清茶待客飘兰韵,红杏撩人泛酒香
醉里狂仍在,吟余趣极幽
朗照千江月,清涵万里天
燕向青山语,鹰朝鸡圈观
佳联妙对，岂止风花雪月,逸趣闲情，难离柴米油盐
修月斧,登云梯
鲲鹏搏海宇,风雨动江山
梅花傲雪花迎岁,紫燕衔春燕饶粱
桃红映月摇窗影,柳绿逢春醉燕歌
勇夺三金，北京城里扬邹律,不孚众望，奥运场中奏凯歌
森林木料逐年少,品吕口才每日多
雁影重来，欲别相思心却碎,秋声又起，难消寂寞夜犹长
南越帝王，北秦将帅,合辑领袖，和睦楷模
脑震荡，用力，脑力震荡,头晕眩，发热，头热晕眩
不求案后功劳有,更盼人间罪犯无
个个心中魔鬼住,人人口里语言狂
积德累仁，先世栽培惟福善,玉麒丹凤，后昆光耀显门楣
同道皆迷太极图，方枰落子乾坤动,平生不恋华胥梦，斗室挥毫日月勾
眉剪春山翠,脸横秋水寒
神犬仰天迎旭日,雄鸡昂首唱丰年
百年茅舍皆新瓦,万里羊肠变坦途
魅力醉韩城，鸿猷骏业迸活力,春风拂盛世，蛇舞龙吟唱大风
三中全会开新局,万里东风送吉祥
如画如诗如意地,乐山乐水乐天溪
地利天时皆失去,白山黑水始相亲
调胃远酸辣,养心长淡泊
凉意来时花半落,柔情去后泪双流
衣袖一挥云彩落,锦袍几拂带裙飘
碑立千秋德,亭来八面风
因汝痛愁悲往事,为谁风露立中宵
渡口桃花犹识我,梦中浪子不回头
春梦画眉啼绿柳,夏荷撑伞伴红莲
遍野寒梅因雪艳,环湖弱柳遇风柔
神九飞天，蛟龙潜海，海天传喜讯,嫦娥绕月，铁路穿云，云月报佳音
道短说长无尺度,经天纬地有方圆
金刀玉案千秋叶,红树青山合有诗
逸韵新成，增华世界,雄风再鼓，无愧炎黄
紫白红黄皆悦目,麻棉毛葛总因时
竭,殚
莺歌燕舞春光好,蜜语甜言爱情浓
杨妃可怜桐雨恨,及得潇湘葬花魂
内外兼修，功夫自是出联外,东西共建，捷报欣然传海西
沛泽共汾川，十里稻畦流碧玉,剪圭分参野，千年桐荫普黎甿
迎霜璀璨妆秋色,破晓辉煌上地平
神舟造访天宫，激情一吻神州乐,盛事常临华夏，喜讯频传盛世欢
苇草一航灵隐会,舟舢普渡观音缘
伏枥犹怀千里志,经风永葆十分坚
千古别恨借词赋,流芳权当作诗吟
昔日红区铜鼓,今朝绿色银行
兰桂芬芳开寿域,儿孙贤俊振家声
花绽青山披锦绣,风吹绿水饰华年
食盐皎洁如凝雪,味精晶亮似结冰
月照金瓯银满地,花开赤壁火烧天
披星戴月保国土,蹈火赴汤为庶民
鱼翔浅底图清静,虎跃平坡损自尊
闽海耸文峰，产秀发尼山间气,尤溪昭道体，流芳分泗水余波
中秋月饼，酥脆香甜三市俏,大海风帆，激扬壮阔满球行
菊酒飘香堪醉客,秋山带露总怡人
蝶恋花无主,更漏子有情
吟诗作画逍遥客,踏雪寻梅自在人
福字映红中国梦,蹄声催绿小康春
十亿神州春风起,万里华夏彩霞飞
出口成章是天分,白头到老非地支
辕门射戟,樊城下书
万古史家，自洛阳走出,一张邮票，从东汉寄来
农家风景好,陇亩麦苗青
梅开雪兆春光媚,鞭响联红节味浓
文昌气象联奎璧,道派渊源朔七祖
银河飞泻流天水,绿蚁融合起酒泉
竹炉石铫晴云碗,雨笠烟蓑钓月竿
一事无成生有憾,万劫不复志难平
渔樵相答烟波渺,鸡犬互闻曲径深
怀若水清，品同山静,文随年老，情与春长
无缘通慧海,有苦叫皇天
己立立人，是名上寿,知非非断，可谓长年
扬帆书海春秋阅,信步诗山风月陪
口口相亲，一脉和融兴骏业,时时俱进，兆民发奋振尧天
痴雨下，痴心上,午时白，午夜黑
蓝天于上网恢恢，法正春常在,海瑞居前光灿灿，官清岁有余
户迎春春，桃妆绿柳,门有喜喜，鹊闹红梅
完善中庸道,追求大力神
一春花事无由淡,九转柔肠格外愁
春光满山川,喜气盈城乡
名播五洲，十位贤人居第一,德扬四海，千秋儒学誉无双
诸峰起蜃楼，晴岚变幻万千态,十景荣魁首，异彩增添第一庄
铁骨柔情，夫人唤醒创奇迹,真心实意，汉子付出动泰山
股逢牛市套方解,面对羊城环境忧
万马奔腾辞旧岁,三羊开泰贺新年
新岁纳余庆,喜节迎丽春
炎黄承一脉，携手同舟共济,烂石证三生，连筋壮骨雄图
千古风流钗头凤，沈园遗恨,百年独向梅枝雪，秦楼传说
犹怜秋雨惊花梦,还忆春风许燕心
都疑鬼真似有鬼,尽信书不如无书
树下,花前
非同道,不与谋
逆风逆水扬天性,摘月摘星有匠心
墨沾书案寻诗梦,脚踩青山觅画魂
花香春水解,月冷乱云飞
木罄声声，黄鹤闻禅栖古刹,香烟袅袅，白云绕殿布经文
中外古今，千载文明于此聚,陶石字画，五湖朋友赏春来
巧手挥银燕,明眸注青丝
疏影横斜，梅花香透窗前月,寒风凛冽，瑞雪压断园中枝
泊霭影岚光，自隔尘嚣于世外,伴花香鸟语，常呈画境在枝头
遥望长堤，欣歌古邑千秋业,亲临佳境，乐赋尧天万首诗
霁日繁花秀姿岭,雾江冻水温冷鱼
六代江山金碧地,一丘黄土紫泥封
富国富民，山欢水笑,优生优育，月舞星歌
一送一迎，有客兼容松掬水,三吟三叹，无由不拜石凌云
取策赖筹谋，从政从商原一理,交心知彼此，以诚以信诺千金
遇梅唯听雪,邀竹只赏风
主题歌，耶酥谱曲,自助会，葱饼炸油
江上几人在,天涯孤棹还
文明古国青春步,锦绣新城少壮心
文可化行，胸怀大义,教能强国，民达小康
落花应有恨,逝水总无情
锁定春光轻落笔,洇开月色漫吟诗
上梁喜鹊叫,竖柱彩霞飞
幼儿见老师，呼前拥后围左右,旧街开新店，坐北朝南卖东西
千朵梅花香老圃,几枝杨柳绿新窗
桃红李白知春信,政善人和壮国威
地脉总关心，保境安民延火德,天风常在眼，张星探月赖神台
扬正道，挽狂澜，一报独标赤帜,化人心，淳俗尚，万民争颂元功
禽流感,人动情
山水倾情，与我诗怀同仄仄,字句寄意，随其墨笔共陶陶
簿书岚色里,楼阁虹霓中
支援恩载道,感念泪沾襟
望雁怀人空叠字,思君对月自含情
飞来湖落江心岛,中国梦升清远城
惊蛰开龙眼,处暑上虎丘
天开日出湖光赤,池内泉流山色青
鱼水情深松不老,军民谊重国长春
信步长堤三月景,闲游柳岸一湖春
饶人处天空海阔,律己时水远山长
三秩回眸，中菲共筑和平路,八方联手，书画又搭友谊桥
耐得寒宵诗作苦,拈来瘦笔墨为闲
羊望春风期枣密,人沾大运梦榴红
赝品时呈，乱花渐欲迷人眼,专家宜慎，鱼目岂容混宝珠
吹灭读书灯，一身都是月,虑涤来世眼，满院不无佛
小杏春风墙外遇,流莺夜客鹊巢欢
七鸭浮江，数数三双多一只,尺蛇入谷，量量九寸零十分
听千秋梆子鼓声，眼前如现莱民影,咂一口椒汤姜汁，心底早非芜野情
生态春花灿,文明福景长
手合玉笙无异色,歌流璧月一时员
笑倦游犹是天涯，倚帽闲寻西瀼路,看世间几度今古，满眼风光北固楼
居高任我观沧海,处静随缘读世情
纵使有钱，莫要浮云遮望眼,公然破局，不教胡马度阴山
十口撇当头，居之则适,一生文在上，得耳必隆
移山填海,伏虎降龙
鸣豸自鸣得意,浪人流浪他乡
半弯瘦月因谁挂,一点清心凭竹依
春鸟鸣音脆,老鸡炖肉香
汉室忠勋素著,义门孝友流芳
玉叶题诗寻趣雅,麟经为镜正言行
悬将小日月,照澈大乾坤
嗓子钟英，别有名堂清进士,诗书积厚，更增重誉后贤人
以德为邻，霁月光风常沐我,邀春入户，芝兰玉树自宜诗
文如做人德先立,笔若用刀锋须磨
画榼倒悬鹦鹉嘴,蜀琴欲奏鸳鸯弦
杏林春暖身心健,橘井泉香欢乐多
春风陌上翻新绿,时雨枝头缀嫩红
只把琴音弹往事,唯同月色说相思
卷里赏梅香未减,杯中饮月韵初来
马蹄朱顶花仙子，国色,龙井毛峰铁观音，名茶
隐士庐前，笃志皇亲求士渴,望夫台上，断肠公主盼夫回
同心携手今如此,照眼牵情欲不胜
冷语冰人心似火,真情妙句诚化霜
飘零一叶伤秋老,落寞半窗怅夜寒
几悬华顶梦,但对丘中琴
九十光阴能有几,三千烦恼渐无多
剪取平凡双面纸,呈来富美九州图
近视缺乏远见,胡说没有真言
一壑一丘，此亦为贤公子汤沐之邑,视今视昔，留以待老成人觞咏而归
猴舞羊偕，一脉家风襄国梦,流长源远，无边福柢入罗门
壮志挽宗邦，病时犹带吴钩看,宦游悲末路，老去方知蜀道难
心芽萌动含春意,情窦催开吐爱言
学海导航，千帆竞渡宏图展,杏坛振铎，百校同谋大计行
操心已在精微域,济世宜引英俊人
夜读秋窗，纵观文史知千古,心随鹏翼，直上云天览八荒
帘前春色应须惜,镜里云山且共看
八度飞天圆国梦,九州驰誉振龙威
墨海遗珠谁拣去,书山落叶我拾得
乙览经书增智慧,川流颖水汇江河
书中酒渍仍余味,手上花痕还有香
应不止追求，来崇英励志承伟业,若稍微背叛，快夹尾低头省邪心
千里送君终一别,八钱约我必重来
古文故人做,八千禾日香
佛门不作关阑，心里自然有溪壑,混沌何年开凿？人间于此庆唐虞
网海抛钩联作饵，钓我,文山纵斧句为锋，砍谁
风送新春花满地,人歌盛世喜盈天
秉公执法，一身正气,廉洁办事，两袖清风
角里黄公，于时共处,仲弓伯子，其简不同
江头落叶荡时光，心中度日,山上起风飘诗意，林里藏韵
守正维新，重教尊师兴骏业,求真向善，崇文尚理展鸿猷
春风偷寂寞,杏雨藉空灵
终非往事能羁我,但那情花还笑人
富康年岁歌盛世,和谐日月庆丰稔
临窗寂寞凄凉月,把盏相思孤独人
鹤唳孤云寂,鱼游浩海深
把教书当盛事,为兴国造时贤
改革创新，激情燃烧飞佳句,科学发展，政绩卓著耀妙联
雨后娇花观世音，莲洁挥洒正能量,东土大塘圣贤人，马上传播中国梦
瞻前顾后,慎始图终
三分天下隆中对,一败山西陇上歌
蓉镜重开，漫向湖山寻旧迹,桂枝擢秀，相期月旦识真才
百年树长百年旺,五月花开五月红
尘缘未了风花渡,俗念已空水月明
落寞,苦丧
竹笋出头新雨后,山蕨伸手夏风时
草根侵柱础,苔色上门关
齿居消化玄关，美容重地,义领精良选料，造假尖端
黄墩捧出蓝莓，怀宁独秀,紫气萦回红日，华夏同春
雪水沏茶天上味,春风载酒世间情
乐与渔樵成莫逆,好同诗酒到白头
自古都说天有眼,何时才让我翻身
世事如棋难预料,江湖有路可先知
故国神游，思接千载成一脉,大江东去，浪下三吴起白烟
红霞献媚月勾引,白云送吻风为媒
有容不被君王宠,无计才朝塞外行
千条杨柳绿,万里杏桃红
萤灯万盏酬才子,果酒一杯谢佳人
湖名万佛，无边风月通禅境,云绕千峰，有限生涯在旅途
罡气冲天，激荡沧州驱寇志,文思涌海，复兴诗国举旗人
月照山林惊鸟梦,诗香四海醉骚人
口授乡音，古寨山歌无曲谱,耳听妙语，高人对句有灵犀
好风相从，明漪绝底,倒酒既尽，落花无言
花影当窗，二老相谐温党史,春风入户，一孙专致画红旗
丝路已通，借重四隅收地利,商机易逝，争先一子占天时
抗倭反蒋功勋著,勤政亲民美誉留
裱画廊,广艺街
彩色调和，卷卷图文并茂,心机相印，天天技术革新
